id,brand,description,calories,source
301981,,"Pretzels, hard (1 100 calorie package)",96.0,usda
301982,,"Pretzels, hard (1 cup)",153.6,usda
301973,,"Pretzels, hard (1-3 ring thin pretzel)",11.5,usda
301974,,"Pretzels, hard (1-3 ring thick pretzel)",65.3,usda
301975,,"Pretzels, hard (1 pretzel stick)",3.8,usda
301976,,"Pretzels, hard (1 rod)",38.4,usda
301977,,"Pretzels, hard (1 pretzel)",11.5,usda
301978,,"Pretzels, hard (1 small single serving bag)",107.5,usda
301979,,"Pretzels, hard (1 medium single serving bag)",218.9,usda
301980,,"Pretzels, hard (1 large single serving bag)",326.4,usda
301984,,"Pretzels, hard, plain, salted (1 miniature/bite size)",5.8,usda
301993,,"Pretzels, hard, plain, salted (1 100 calorie package)",96.0,usda
301994,,"Pretzels, hard, plain, salted (1 cup)",153.6,usda
301985,,"Pretzels, hard, plain, salted (1-3 ring thin pretzel)",11.5,usda
301986,,"Pretzels, hard, plain, salted (1-3 ring thick pretzel)",65.3,usda
301987,,"Pretzels, hard, plain, salted (1 pretzel stick)",3.8,usda
301988,,"Pretzels, hard, plain, salted (1 rod)",38.4,usda
301989,,"Pretzels, hard, plain, salted (1 pretzel)",11.5,usda
301990,,"Pretzels, hard, plain, salted (1 small single serving bag)",107.5,usda
301991,,"Pretzels, hard, plain, salted (1 medium single serving bag)",218.9,usda
301992,,"Pretzels, hard, plain, salted (1 large single serving bag)",326.4,usda
301996,,"Pretzels, hard, plain, lightly salted (1 miniature/bite size)",5.7,usda
302005,,"Pretzels, hard, plain, lightly salted (1 100 calorie package)",95.5,usda
302006,,"Pretzels, hard, plain, lightly salted (1 cup)",152.8,usda
301997,,"Pretzels, hard, plain, lightly salted (1-3 ring thin pretzel)",11.5,usda
301998,,"Pretzels, hard, plain, lightly salted (1-3 ring thick pretzel)",64.9,usda
301999,,"Pretzels, hard, plain, lightly salted (1 pretzel stick)",3.8,usda
302000,,"Pretzels, hard, plain, lightly salted (1 rod)",38.2,usda
302001,,"Pretzels, hard, plain, lightly salted (1 pretzel)",11.5,usda
302002,,"Pretzels, hard, plain, lightly salted (1 small single serving bag)",107.0,usda
302003,,"Pretzels, hard, plain, lightly salted (1 medium single serving bag)",217.7,usda
302004,,"Pretzels, hard, plain, lightly salted (1 large single serving bag)",324.7,usda
302008,,"Pretzels, hard, plain, unsalted (1 miniature/bite size)",5.7,usda
302017,,"Pretzels, hard, plain, unsalted (1 100 calorie package)",95.3,usda
302018,,"Pretzels, hard, plain, unsalted (1 cup)",152.4,usda
302009,,"Pretzels, hard, plain, unsalted (1-3 ring thin pretzel)",11.4,usda
302010,,"Pretzels, hard, plain, unsalted (1-3 ring thick pretzel)",64.8,usda
302011,,"Pretzels, hard, plain, unsalted (1 pretzel stick)",3.8,usda
302012,,"Pretzels, hard, plain, unsalted (1 rod)",38.1,usda
302013,,"Pretzels, hard, plain, unsalted (1 pretzel)",11.4,usda
302014,,"Pretzels, hard, plain, unsalted (1 small single serving bag)",106.7,usda
302015,,"Pretzels, hard, plain, unsalted (1 medium single serving bag)",217.2,usda
302016,,"Pretzels, hard, plain, unsalted (1 large single serving bag)",323.9,usda
302032,,"Pretzels, hard, multigrain (1 miniature/bite size)",5.7,usda
302033,,"Pretzels, hard, multigrain (1 pretzel stick)",15.2,usda
302034,,"Pretzels, hard, multigrain (1 rod)",38.1,usda
302035,,"Pretzels, hard, multigrain (1 pretzel)",11.4,usda
302036,,"Pretzels, hard, multigrain (1 small single serving bag)",106.7,usda
302037,,"Pretzels, hard, multigrain (1 medium single serving bag)",217.2,usda
302038,,"Pretzels, hard, multigrain (1 large single serving bag)",323.9,usda
302039,,"Pretzels, hard, multigrain (1 100 calorie package)",95.3,usda
302040,,"Pretzels, hard, multigrain (1 cup)",152.4,usda
302042,,"Pretzels, hard, plain, gluten free (1 pretzel stick)",3.9,usda
302043,,"Pretzels, hard, plain, gluten free (1 pretzel)",5.1,usda
302044,,"Pretzels, hard, plain, gluten free (1 small single serving bag)",108.9,usda
302045,,"Pretzels, hard, plain, gluten free (1 medium single serving bag)",221.7,usda
302046,,"Pretzels, hard, plain, gluten free (1 large single serving bag)",330.7,usda
302047,,"Pretzels, hard, plain, gluten free (1 100 calorie package)",97.3,usda
302048,,"Pretzels, hard, plain, gluten free (1 cup)",155.6,usda
302058,,"Pretzel chips, hard, plain (1 pretzel chip/crisp/thin)",10.1,usda
302059,,"Pretzel chips, hard, plain (1 small single serving bag)",105.0,usda
302060,,"Pretzel chips, hard, plain (1 medium single serving bag)",213.8,usda
302061,,"Pretzel chips, hard, plain (1 large single serving bag)",318.8,usda
302062,,"Pretzel chips, hard, plain (1 100 calorie package)",93.8,usda
302063,,"Pretzel chips, hard, plain (1 cup)",150.0,usda
302072,,"Pretzel chips, hard, gluten free (1 pretzel chip/crisp/thin)",10.3,usda
302073,,"Pretzel chips, hard, gluten free (1 small single serving bag)",106.4,usda
302074,,"Pretzel chips, hard, gluten free (1 medium single serving bag)",216.6,usda
302075,,"Pretzel chips, hard, gluten free (1 large single serving bag)",323.0,usda
302076,,"Pretzel chips, hard, gluten free (1 100 calorie package)",95.0,usda
302077,,"Pretzel chips, hard, gluten free (1 cup)",152.0,usda
302079,,"Pretzels, hard, coated (1 miniature/bite size)",18.7,usda
302088,,"Pretzels, hard, coated (1 100 calorie package)",116.8,usda
302089,,"Pretzels, hard, coated (1 cup)",401.6,usda
302080,,"Pretzels, hard, coated (1-3 ring thin pretzel)",32.7,usda
302081,,"Pretzels, hard, coated (1-3 ring thick pretzel)",144.8,usda
302082,,"Pretzels, hard, coated (1 pretzel stick)",9.3,usda
302083,,"Pretzels, hard, coated (1 rod)",112.1,usda
302084,,"Pretzels, hard, coated (1 pretzel)",18.7,usda
302085,,"Pretzels, hard, coated (1 small single serving bag)",130.8,usda
302086,,"Pretzels, hard, coated (1 medium single serving bag)",266.2,usda
302087,,"Pretzels, hard, coated (1 large single serving bag)",397.0,usda
302091,,"Pretzels, hard, chocolate coated (1 miniature/bite size)",18.7,usda
302100,,"Pretzels, hard, chocolate coated (1 100 calorie package)",116.8,usda
302101,,"Pretzels, hard, chocolate coated (1 cup)",401.6,usda
302092,,"Pretzels, hard, chocolate coated (1-3 ring thin pretzel)",32.7,usda
302093,,"Pretzels, hard, chocolate coated (1-3 ring thick pretzel)",144.8,usda
302094,,"Pretzels, hard, chocolate coated (1 pretzel stick)",9.3,usda
302095,,"Pretzels, hard, chocolate coated (1 rod)",112.1,usda
302096,,"Pretzels, hard, chocolate coated (1 pretzel)",18.7,usda
302097,,"Pretzels, hard, chocolate coated (1 small single serving bag)",130.8,usda
302098,,"Pretzels, hard, chocolate coated (1 medium single serving bag)",266.2,usda
302099,,"Pretzels, hard, chocolate coated (1 large single serving bag)",397.0,usda
302103,,"Pretzels, hard, white chocolate coated (1 miniature/bite size)",17.8,usda
302112,,"Pretzels, hard, white chocolate coated (1 100 calorie package)",111.3,usda
302113,,"Pretzels, hard, white chocolate coated (1 cup)",382.7,usda
302104,,"Pretzels, hard, white chocolate coated (1-3 ring thin pretzel)",31.2,usda
302105,,"Pretzels, hard, white chocolate coated (1-3 ring thick pretzel)",138.0,usda
302106,,"Pretzels, hard, white chocolate coated (1 pretzel stick)",8.9,usda
302107,,"Pretzels, hard, white chocolate coated (1 rod)",106.8,usda
302108,,"Pretzels, hard, white chocolate coated (1 pretzel)",17.8,usda
302109,,"Pretzels, hard, white chocolate coated (1 small single serving bag)",124.6,usda
302110,,"Pretzels, hard, white chocolate coated (1 medium single serving bag)",253.7,usda
302111,,"Pretzels, hard, white chocolate coated (1 large single serving bag)",378.3,usda
302115,,"Pretzels, hard, yogurt coated (1 miniature/bite size)",17.5,usda
302124,,"Pretzels, hard, yogurt coated (1 100 calorie package)",109.5,usda
302125,,"Pretzels, hard, yogurt coated (1 cup)",376.7,usda
302116,,"Pretzels, hard, yogurt coated (1-3 ring thin pretzel)",30.7,usda
302117,,"Pretzels, hard, yogurt coated (1-3 ring thick pretzel)",135.8,usda
302118,,"Pretzels, hard, yogurt coated (1 pretzel stick)",8.8,usda
302119,,"Pretzels, hard, yogurt coated (1 rod)",105.1,usda
302120,,"Pretzels, hard, yogurt coated (1 pretzel)",17.5,usda
302121,,"Pretzels, hard, yogurt coated (1 small single serving bag)",122.6,usda
302122,,"Pretzels, hard, yogurt coated (1 medium single serving bag)",249.7,usda
302123,,"Pretzels, hard, yogurt coated (1 large single serving bag)",372.3,usda
302127,,"Pretzels, hard, coated, gluten free (1 miniature/bite size)",18.0,usda
302135,,"Pretzels, hard, coated, gluten free (1 large single serving bag)",383.4,usda
302136,,"Pretzels, hard, coated, gluten free (1 100 calorie package)",112.8,usda
302137,,"Pretzels, hard, coated, gluten free (1 cup)",387.9,usda
302128,,"Pretzels, hard, coated, gluten free (1-3 ring thin pretzel)",31.6,usda
302129,,"Pretzels, hard, coated, gluten free (1-3 ring thick pretzel)",139.8,usda
302130,,"Pretzels, hard, coated, gluten free (1 pretzel stick)",9.0,usda
302131,,"Pretzels, hard, coated, gluten free (1 rod)",108.2,usda
302132,,"Pretzels, hard, coated, gluten free (1 pretzel)",18.0,usda
302133,,"Pretzels, hard, coated, gluten free (1 small single serving bag)",126.3,usda
302134,,"Pretzels, hard, coated, gluten free (1 medium single serving bag)",257.1,usda
302139,,"Pretzels, hard, filled (1 miniature/bite size)",13.9,usda
302140,,"Pretzels, hard, filled (1 pretzel)",13.9,usda
302141,,"Pretzels, hard, filled (1 small single serving bag)",129.6,usda
302142,,"Pretzels, hard, filled (1 medium single serving bag)",263.9,usda
302143,,"Pretzels, hard, filled (1 large single serving bag)",393.6,usda
302144,,"Pretzels, hard, filled (1 100 calorie package)",115.8,usda
302145,,"Pretzels, hard, filled (1 cup)",444.5,usda
302147,,"Pretzels, hard, cheese filled (1 miniature/bite size)",13.9,usda
302148,,"Pretzels, hard, cheese filled (1 pretzel)",13.9,usda
302149,,"Pretzels, hard, cheese filled (1 small single serving bag)",129.6,usda
302150,,"Pretzels, hard, cheese filled (1 medium single serving bag)",263.9,usda
302151,,"Pretzels, hard, cheese filled (1 large single serving bag)",393.6,usda
302152,,"Pretzels, hard, cheese filled (1 100 calorie package)",115.8,usda
302153,,"Pretzels, hard, cheese filled (1 cup)",444.5,usda
302155,,"Pretzels, hard, peanut butter filled (1 miniature/bite size)",13.6,usda
302156,,"Pretzels, hard, peanut butter filled (1 pretzel)",13.6,usda
302157,,"Pretzels, hard, peanut butter filled (1 small single serving bag)",127.1,usda
302158,,"Pretzels, hard, peanut butter filled (1 medium single serving bag)",258.8,usda
302159,,"Pretzels, hard, peanut butter filled (1 large single serving bag)",385.9,usda
302160,,"Pretzels, hard, peanut butter filled (1 100 calorie package)",113.5,usda
302161,,"Pretzels, hard, peanut butter filled (1 cup)",435.8,usda
302163,,"Pretzels, soft (1 bite size/nugget)",48.3,usda
302164,,"Pretzels, soft (1 small)",213.9,usda
302165,,"Pretzels, soft (1 medium/regular)",414.0,usda
302166,,"Pretzels, soft (1 large)",493.4,usda
302167,,"Pretzels, soft (1 pretzel)",414.0,usda
302168,,"Pretzels, soft (1 pretzel stick)",72.5,usda
302169,,"Pretzels, soft (1 cup, nuggets)",507.2,usda
302171,,"Pretzels, soft, ready-to-eat (1 bite size/nugget)",48.3,usda
302172,,"Pretzels, soft, ready-to-eat (1 small)",213.9,usda
302173,,"Pretzels, soft, ready-to-eat (1 medium/regular)",414.0,usda
302174,,"Pretzels, soft, ready-to-eat (1 large)",493.4,usda
302175,,"Pretzels, soft, ready-to-eat (1 pretzel)",414.0,usda
302176,,"Pretzels, soft, ready-to-eat (1 pretzel stick)",72.5,usda
302177,,"Pretzels, soft, ready-to-eat (1 cup, nuggets)",507.2,usda
302179,,"Pretzels, soft, ready-to-eat, salted, buttered (1 bite size/nugget)",48.3,usda
302180,,"Pretzels, soft, ready-to-eat, salted, buttered (1 small)",213.9,usda
302181,,"Pretzels, soft, ready-to-eat, salted, buttered (1 medium/regular)",414.0,usda
302182,,"Pretzels, soft, ready-to-eat, salted, buttered (1 large)",493.4,usda
302183,,"Pretzels, soft, ready-to-eat, salted, buttered (1 pretzel)",414.0,usda
302184,,"Pretzels, soft, ready-to-eat, salted, buttered (1 pretzel stick)",72.5,usda
302185,,"Pretzels, soft, ready-to-eat, salted, buttered (1 cup, nuggets)",507.2,usda
302187,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 bite size/nugget)",49.0,usda
302188,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 small)",217.0,usda
302189,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 medium/regular)",420.0,usda
302190,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 large)",500.5,usda
302191,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 pretzel)",420.0,usda
302192,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 pretzel stick)",73.5,usda
302193,,"Pretzels, soft, ready-to-eat, unsalted, buttered (1 cup, nuggets)",514.5,usda
302195,,"Pretzels, soft, ready-to-eat, salted, no butter (1 bite size/nugget)",47.6,usda
302196,,"Pretzels, soft, ready-to-eat, salted, no butter (1 small)",210.8,usda
302197,,"Pretzels, soft, ready-to-eat, salted, no butter (1 medium/regular)",408.0,usda
302198,,"Pretzels, soft, ready-to-eat, salted, no butter (1 large)",486.2,usda
302199,,"Pretzels, soft, ready-to-eat, salted, no butter (1 pretzel)",408.0,usda
302200,,"Pretzels, soft, ready-to-eat, salted, no butter (1 pretzel stick)",71.4,usda
302201,,"Pretzels, soft, ready-to-eat, salted, no butter (1 cup, nuggets)",499.8,usda
302203,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 bite size/nugget)",48.3,usda
302204,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 small)",213.9,usda
302205,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 medium/regular)",414.0,usda
302206,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 large)",493.4,usda
302207,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 pretzel)",414.0,usda
302208,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 pretzel stick)",72.5,usda
302209,,"Pretzels, soft, ready-to-eat, unsalted, no butter (1 cup, nuggets)",507.2,usda
302211,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 bite size/nugget)",52.4,usda
302212,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 small)",276.8,usda
302213,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 medium/regular)",549.8,usda
302214,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 large)",654.5,usda
302215,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 pretzel)",549.8,usda
302216,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 pretzel stick)",93.5,usda
302217,,"Pretzels, soft, ready-to-eat, cinnamon sugar coated (1 cup, nuggets)",628.3,usda
302243,,"Pretzels, soft, from frozen (1 medium/regular)",245.0,usda
302244,,"Pretzels, soft, from frozen (1 pretzel)",245.0,usda
302245,,"Pretzels, soft, from frozen (1 bite size/nugget)",48.3,usda
302246,,"Pretzels, soft, from frozen (1 pretzel stick)",72.5,usda
302247,,"Pretzels, soft, from frozen (1 cup, nuggets)",507.2,usda
302249,,"Pretzels, soft, from frozen, salted (1 medium/regular)",241.4,usda
302250,,"Pretzels, soft, from frozen, salted (1 pretzel)",241.4,usda
302251,,"Pretzels, soft, from frozen, salted (1 bite size/nugget)",47.6,usda
302252,,"Pretzels, soft, from frozen, salted (1 pretzel stick)",71.4,usda
302253,,"Pretzels, soft, from frozen, salted (1 cup, nuggets)",499.8,usda
302255,,"Pretzels, soft, from frozen, unsalted (1 medium/regular)",245.0,usda
302256,,"Pretzels, soft, from frozen, unsalted (1 pretzel)",245.0,usda
302257,,"Pretzels, soft, from frozen, unsalted (1 bite size/nugget)",48.3,usda
302258,,"Pretzels, soft, from frozen, unsalted (1 pretzel stick)",72.5,usda
302259,,"Pretzels, soft, from frozen, unsalted (1 cup, nuggets)",507.2,usda
302261,,"Pretzels, soft, from frozen, cinnamon sugar coated (1 medium/regular)",265.5,usda
302262,,"Pretzels, soft, from frozen, cinnamon sugar coated (1 pretzel)",265.5,usda
302263,,"Pretzels, soft, from frozen, cinnamon sugar coated (1 bite size/nugget)",52.4,usda
302264,,"Pretzels, soft, from frozen, cinnamon sugar coated (1 pretzel stick)",93.5,usda
302265,,"Pretzels, soft, from frozen, cinnamon sugar coated (1 cup, nuggets)",549.8,usda
302291,,"Pretzels, soft, from school lunch (1 medium/regular)",240.7,usda
302292,,"Pretzels, soft, from school lunch (1 pretzel)",240.7,usda
302293,,"Pretzels, soft, from school lunch (1 bite size/nugget)",47.5,usda
302294,,"Pretzels, soft, from school lunch (1 pretzel stick)",71.2,usda
302295,,"Pretzels, soft, from school lunch (1 cup, nuggets)",498.3,usda
302297,,"Pretzels, soft, multigrain (1 small)",208.9,usda
302298,,"Pretzels, soft, multigrain (1 medium/regular)",404.4,usda
302299,,"Pretzels, soft, multigrain (1 large)",481.9,usda
302300,,"Pretzels, soft, multigrain (1 bite size/nugget)",47.2,usda
302301,,"Pretzels, soft, multigrain (1 pretzel stick)",70.8,usda
302302,,"Pretzels, soft, multigrain (1 pretzel)",404.4,usda
302303,,"Pretzels, soft, multigrain (1 cup, nuggets)",495.4,usda
302305,,"Pretzels, soft, gluten free (1 medium/regular)",282.2,usda
302306,,"Pretzels, soft, gluten free (1 pretzel)",282.2,usda
302307,,"Pretzels, soft, gluten free (1 bite size/nugget)",41.6,usda
302308,,"Pretzels, soft, gluten free (1 pretzel stick)",62.4,usda
302309,,"Pretzels, soft, gluten free (1 cup, nuggets)",436.6,usda
302311,,"Pretzels, soft, gluten free, cinnamon sugar coated (1 medium/regular)",322.1,usda
302312,,"Pretzels, soft, gluten free, cinnamon sugar coated (1 pretzel)",322.1,usda
302313,,"Pretzels, soft, gluten free, cinnamon sugar coated (1 bite size/nugget)",47.5,usda
302314,,"Pretzels, soft, gluten free, cinnamon sugar coated (1 pretzel stick)",71.2,usda
302315,,"Pretzels, soft, gluten free, cinnamon sugar coated (1 cup, nuggets)",498.3,usda
302323,,Multigrain chips (Sun Chips) (1 chip),9.8,usda
302324,,Multigrain chips (Sun Chips) (1 small single serving bag),137.5,usda
302325,,Multigrain chips (Sun Chips) (1 medium single serving bag),279.9,usda
302326,,Multigrain chips (Sun Chips) (1 large single serving bag),417.4,usda
302327,,Multigrain chips (Sun Chips) (1 100 calorie package),98.2,usda
302328,,Multigrain chips (Sun Chips) (1 cup),147.3,usda
302330,,"Snack mix, plain (Chex Mix) (1 cup)",250.2,usda
302331,,"Snack mix, plain (Chex Mix) (1 small single serving bag)",116.8,usda
302332,,"Snack mix, plain (Chex Mix) (1 medium single serving bag)",237.7,usda
302333,,"Snack mix, plain (Chex Mix) (1 large single serving bag)",354.5,usda
302334,,"Snack mix, plain (Chex Mix) (1 100 calorie package)",83.4,usda
302336,,Bagel chips (1 bagel chip),22.6,usda
302337,,Bagel chips (1 miniature/bite size),9.0,usda
302338,,Bagel chips (1 small or medium single serving bag),203.0,usda
302339,,Bagel chips (1 large single serving bag),383.4,usda
302340,,"Bagel chips (1 cup, pieces)",270.6,usda
302342,,Cracker chips (1 cracker chip),14.7,usda
302343,,Cracker chips (1 cup),147.3,usda
302345,,Pancakes (1 miniature/bite size pancake),28.2,usda
302346,,Pancakes (1 silver dollar pancake),56.4,usda
302347,,Pancakes (1 small pancake),56.4,usda
302348,,Pancakes (1 medium pancake),141.0,usda
302349,,Pancakes (1 large pancake),253.8,usda
302350,,Pancakes (1 extra large pancake),423.0,usda
302351,,Pancakes (1 surface inch),5.4,usda
302353,,"Pancakes, plain, frozen (1 miniature/bite size pancake)",23.3,usda
302354,,"Pancakes, plain, frozen (1 pancake)",93.2,usda
302355,,"Pancakes, plain, frozen (1 pouch)",186.4,usda
302357,,"Pancakes, fruit, frozen (1 miniature/bite size pancake)",22.4,usda
302358,,"Pancakes, fruit, frozen (1 pancake)",89.6,usda
302359,,"Pancakes, fruit, frozen (1 pouch)",179.2,usda
302361,,"Pancakes, chocolate, frozen (1 miniature/bite size pancake)",24.8,usda
302362,,"Pancakes, chocolate, frozen (1 frozen pancake)",99.2,usda
302363,,"Pancakes, chocolate, frozen (1 pouch)",198.4,usda
302365,,"Pancakes, whole grain, frozen (1 miniature/bite size pancake)",23.2,usda
302366,,"Pancakes, whole grain, frozen (1 pancake)",92.8,usda
302367,,"Pancakes, whole grain, frozen (1 pouch)",185.6,usda
302401,,"Pancakes, school (1 miniature/bite size pancake)",23.1,usda
302402,,"Pancakes, school (1 pancake, any size)",92.4,usda
302403,,"Pancakes, school (1 surface inch)",4.4,usda
302405,,"Pancakes, plain (1 miniature/bite size pancake)",28.2,usda
302406,,"Pancakes, plain (1 silver dollar pancake)",56.4,usda
302407,,"Pancakes, plain (1 small pancake)",56.4,usda
302408,,"Pancakes, plain (1 medium pancake)",141.0,usda
302409,,"Pancakes, plain (1 large pancake)",253.8,usda
302410,,"Pancakes, plain (1 extra large pancake)",423.0,usda
302411,,"Pancakes, plain (1 surface inch)",5.4,usda
302413,,"Pancakes, plain, reduced fat (1 miniature/bite size pancake)",26.4,usda
302414,,"Pancakes, plain, reduced fat (1 silver dollar pancake)",52.8,usda
302415,,"Pancakes, plain, reduced fat (1 small pancake)",52.8,usda
302416,,"Pancakes, plain, reduced fat (1 medium pancake)",132.0,usda
302417,,"Pancakes, plain, reduced fat (1 large pancake)",237.6,usda
302418,,"Pancakes, plain, reduced fat (1 extra large pancake)",396.0,usda
302419,,"Pancakes, plain, reduced fat (1 surface inch)",5.0,usda
302421,,"Pancakes, fruit (1 miniature/bite size pancake)",23.2,usda
302422,,"Pancakes, fruit (1 silver dollar pancake)",46.4,usda
302423,,"Pancakes, fruit (1 small pancake)",46.4,usda
302424,,"Pancakes, fruit (1 medium pancake)",116.0,usda
302425,,"Pancakes, fruit (1 large pancake)",208.8,usda
302426,,"Pancakes, fruit (1 extra large pancake)",348.0,usda
302427,,"Pancakes, fruit (1 surface inch)",4.4,usda
302429,,"Pancakes, pumpkin (1 miniature/bite size pancake)",24.1,usda
302430,,"Pancakes, pumpkin (1 silver dollar pancake)",48.2,usda
302431,,"Pancakes, pumpkin (1 small pancake)",48.2,usda
302432,,"Pancakes, pumpkin (1 medium pancake)",120.5,usda
302433,,"Pancakes, pumpkin (1 large pancake)",216.9,usda
302434,,"Pancakes, pumpkin (1 extra large pancake)",361.5,usda
302435,,"Pancakes, pumpkin (1 surface inch)",4.6,usda
302437,,"Pancakes, chocolate (1 miniature/bite size pancake)",34.1,usda
302438,,"Pancakes, chocolate (1 silver dollar pancake)",68.2,usda
302439,,"Pancakes, chocolate (1 small pancake)",68.2,usda
302440,,"Pancakes, chocolate (1 medium pancake)",170.5,usda
302441,,"Pancakes, chocolate (1 large pancake)",306.9,usda
302442,,"Pancakes, chocolate (1 extra large pancake)",511.5,usda
302443,,"Pancakes, chocolate (1 surface inch)",6.5,usda
302445,,"Pancakes, whole grain (1 miniature/bite size pancake)",27.3,usda
302446,,"Pancakes, whole grain (1 silver dollar pancake)",54.6,usda
302447,,"Pancakes, whole grain (1 small pancake)",54.6,usda
302448,,"Pancakes, whole grain (1 medium pancake)",136.5,usda
302449,,"Pancakes, whole grain (1 large pancake)",245.7,usda
302450,,"Pancakes, whole grain (1 extra large pancake)",409.5,usda
302451,,"Pancakes, whole grain (1 surface inch)",5.2,usda
302453,,"Pancakes, whole grain, reduced fat (1 miniature/bite size pancake)",25.6,usda
302454,,"Pancakes, whole grain, reduced fat (1 silver dollar pancake)",51.2,usda
302455,,"Pancakes, whole grain, reduced fat (1 small pancake)",51.2,usda
302456,,"Pancakes, whole grain, reduced fat (1 medium pancake)",128.0,usda
302457,,"Pancakes, whole grain, reduced fat (1 large pancake)",230.4,usda
302458,,"Pancakes, whole grain, reduced fat (1 extra large pancake)",384.0,usda
302459,,"Pancakes, whole grain, reduced fat (1 surface inch)",4.9,usda
302461,,"Pancakes, gluten free (1 miniature/bite size pancake)",21.5,usda
302462,,"Pancakes, gluten free (1 silver dollar pancake)",43.0,usda
302463,,"Pancakes, gluten free (1 small pancake)",43.0,usda
302464,,"Pancakes, gluten free (1 medium pancake)",107.5,usda
302465,,"Pancakes, gluten free (1 large pancake)",193.5,usda
302466,,"Pancakes, gluten free (1 extra large pancake)",322.5,usda
302467,,"Pancakes, gluten free (1 surface inch)",4.1,usda
302469,,Waffle (1 miniature/bite size waffle),30.9,usda
302470,,Waffle (1 small waffle),123.6,usda
302471,,Waffle (1 medium waffle),231.8,usda
302472,,Waffle (1 large waffle),386.3,usda
302473,,Waffle (1 thick / Belgian waffle),417.2,usda
302474,,Waffle (1 surface inch),7.7,usda
302475,,"Waffle (1 surface inch, Belgian waffle)",11.4,usda
302477,,"Waffle, plain, frozen (1 miniature/bite size waffle)",30.9,usda
302478,,"Waffle, plain, frozen (1 waffle)",123.6,usda
302479,,"Waffle, plain, frozen (1 thick / Belgian waffle)",170.0,usda
302480,,"Waffle, plain, frozen (1 pouch)",200.9,usda
302481,,"Waffle, plain, frozen (1 stick)",108.2,usda
302483,,"Waffle, plain, reduced fat (1 miniature/bite size waffle)",29.2,usda
302484,,"Waffle, plain, reduced fat (1 waffle)",116.8,usda
302485,,"Waffle, plain, reduced fat (1 thick / Belgian waffle)",160.6,usda
302486,,"Waffle, plain, reduced fat (1 pouch)",189.8,usda
302487,,"Waffle, plain, reduced fat (1 stick)",102.2,usda
302489,,"Waffle, fruit, frozen (1 miniature/bite size waffle)",29.6,usda
302490,,"Waffle, fruit, frozen (1 waffle)",118.4,usda
302491,,"Waffle, fruit, frozen (1 thick / Belgian waffle)",162.8,usda
302492,,"Waffle, fruit, frozen (1 pouch)",192.4,usda
302493,,"Waffle, fruit, frozen (1 stick)",103.6,usda
302495,,"Waffle, chocolate, frozen (1 miniature/bite size waffle)",32.0,usda
302496,,"Waffle, chocolate, frozen (1 waffle)",128.0,usda
302497,,"Waffle, chocolate, frozen (1 thick / Belgian waffle)",176.0,usda
302498,,"Waffle, chocolate, frozen (1 pouch)",208.0,usda
302499,,"Waffle, chocolate, frozen (1 stick)",112.0,usda
302501,,"Waffle, whole grain, frozen (1 miniature/bite size waffle)",28.9,usda
302502,,"Waffle, whole grain, frozen (1 waffle)",115.6,usda
302503,,"Waffle, whole grain, frozen (1 thick / Belgian waffle)",159.0,usda
302504,,"Waffle, whole grain, frozen (1 pouch)",187.9,usda
302505,,"Waffle, whole grain, frozen (1 stick)",101.2,usda
302507,,"Waffle, whole grain, reduced fat (1 miniature/bite size waffle)",25.7,usda
302508,,"Waffle, whole grain, reduced fat (1 waffle)",102.8,usda
302509,,"Waffle, whole grain, reduced fat (1 thick / Belgian waffle)",141.4,usda
302510,,"Waffle, whole grain, reduced fat (1 pouch)",167.1,usda
302511,,"Waffle, whole grain, reduced fat (1 stick)",90.0,usda
302513,,"Waffle, whole grain, fruit, frozen (1 miniature/bite size waffle)",27.8,usda
302514,,"Waffle, whole grain, fruit, frozen (1 waffle)",111.2,usda
302515,,"Waffle, whole grain, fruit, frozen (1 thick / Belgian waffle)",152.9,usda
302516,,"Waffle, whole grain, fruit, frozen (1 pouch)",180.7,usda
302517,,"Waffle, whole grain, fruit, frozen (1 stick)",97.3,usda
302551,,"Waffle, school (1 waffle, any size)",102.8,usda
302552,,"Waffle, school (1 surface inch)",6.4,usda
302553,,"Waffle, school (1 surface inch, Belgian waffle)",9.5,usda
302555,,"Waffle, plain (1 miniature/bite size waffle)",37.3,usda
302556,,"Waffle, plain (1 small waffle)",149.2,usda
