id,brand,description,calories,source
292488,,"Pork bacon, smoked or cured, cooked (1 oz, raw (yield after cooking))",37.4,usda
292489,,"Pork bacon, smoked or cured, cooked (1 oz, cooked)",132.678,usda
292490,,"Pork bacon, smoked or cured, cooked (1 cup, pieces)",374.4,usda
292494,,"Bacon or side pork, fresh, cooked (1 medium slice (yield after cooking))",37.4,usda
292495,,"Bacon or side pork, fresh, cooked (1 oz, raw (yield after cooking))",37.4,usda
292499,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 thin slice (yield after cooking))",27.1,usda
292500,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 medium slice (yield after cooking))",43.3,usda
292501,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 thick slice (yield after cooking))",64.9,usda
292502,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 oz, raw (yield after cooking))",43.3,usda
292503,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 oz, cooked)",153.3735,usda
292504,,"Pork bacon, smoked or cured, reduced sodium, cooked (1 cup, pieces)",432.8,usda
292508,,"Fat back, cooked (1 slice (2-1/4"" x 1-3/4"" x 1/4""))",195.0,usda
292509,,"Fat back, cooked (1 slice (4"" x 1-3/4"" x 1/2""))",352.5,usda
292510,,"Fat back, cooked (1 oz, raw (yield after cooking))",150.0,usda
292511,,"Fat back, cooked (1 cup, cooked)",960.0,usda
292512,,"Fat back, cooked (1 cubic inch, cooked)",112.5,usda
292514,,"Ribs (1 rib (yield after cooking, bone removed))",88.9,usda
292515,,Ribs (1 oz yields),50.8,usda
292516,,Ribs (1 cup),342.9,usda
292518,,"Pork, ribs (1 rib (yield after cooking, bone removed))",88.9,usda
292519,,"Pork, ribs (1 oz yields)",50.8,usda
292520,,"Pork, ribs (1 cup)",342.9,usda
292522,,"Pork, cracklings (1 cup)",512.1,usda
292524,,"Pork, ears (1 item)",200.6,usda
292526,,"Pork, bones (1 neckbone)",106.2,usda
292527,,"Pork, bones (1 cup)",129.8,usda
292529,,"Pork, pig's feet (1 item)",200.6,usda
292530,,"Pork, pig's feet (1 cup)",188.8,usda
292532,,"Pork, pig's feet, pickled (1 item)",119.0,usda
292534,,"Pork, ham hocks (1 ham hock)",227.8,usda
292535,,"Pork, ham hocks (1 cup)",375.2,usda
292537,,"Pork, belly (1 slice, any size)",121.2,usda
292538,,"Pork, belly (1 oz yields)",80.8,usda
292539,,"Pork, belly (1 cubic inch)",68.7,usda
292540,,"Pork, belly (1 cup)",545.4,usda
292542,,Pork skin rinds (1 rind),5.4,usda
292543,,Pork skin rinds (1 small single serving bag),152.3,usda
292544,,Pork skin rinds (1 medium single serving bag),310.1,usda
292545,,Pork skin rinds (1 large single serving bag),462.4,usda
292546,,Pork skin rinds (1 cup),163.2,usda
292554,,"Lamb (1 piece/slice, any size)",87.6,usda
292555,,Lamb (1 oz yields),58.4,usda
292556,,Lamb (1 cubic inch),49.6,usda
292557,,Lamb (1 cup),394.2,usda
292559,,"Lamb, chop (1 chop, any size)",237.6,usda
292560,,"Lamb, chop (1 oz yields)",52.8,usda
292561,,"Lamb, chop (1 cubic inch)",44.9,usda
292562,,"Lamb, chop (1 cup)",356.4,usda
292564,,"Lamb, ground (1 patty)",238.9,usda
292565,,"Lamb, ground (1 oz yields)",56.2,usda
292566,,"Lamb, ground (1 cubic inch)",47.8,usda
292567,,"Lamb, ground (1 cup)",351.3,usda
292569,,Goat (1 cubic inch),24.1,usda
292570,,Goat (1 cup),191.7,usda
292572,,"Veal, chop (1 chop, any size)",142.2,usda
292573,,"Veal, chop (1 oz yields)",31.6,usda
292574,,"Veal, chop (1 cubic inch)",26.9,usda
292575,,"Veal, chop (1 cup)",213.3,usda
292577,,"Veal, ground (1 patty)",181.1,usda
292578,,"Veal, ground (1 oz yields)",42.6,usda
292579,,"Veal, ground (1 cubic inch)",36.2,usda
292580,,"Veal, ground (1 cup)",266.3,usda
292582,,Mock chicken legs (1 stick),205.7,usda
292584,,Rabbit (1 cup),275.4,usda
292586,,Venison (1 cup),225.5,usda
292588,,"Venison, steak (1 patty)",126.7,usda
292589,,"Venison, steak (1 steak, any size)",126.7,usda
292590,,"Venison, steak (1 cup)",201.2,usda
292592,,"Venison/deer jerky (1 strip or stick (4"" long))",55.7,usda
292593,,Venison/deer jerky (1 cup),557.2,usda
292595,,Venison sausage (1 patty),109.2,usda
292596,,Venison sausage (1 slice),46.8,usda
292597,,Venison sausage (1 cup),421.2,usda
292599,,Moose (1 cup),179.6,usda
292601,,Bear (1 cup),347.0,usda
292603,,Caribou (1 cup),224.1,usda
292605,,Bison (1 patty),151.3,usda
292606,,Bison (1 cup),240.3,usda
292608,,Groundhog (1 cup),214.7,usda
292610,,Opossum (1 cup),295.7,usda
292612,,Squirrel (1 cup),232.2,usda
292614,,Beaver (1 cup),283.5,usda
292616,,Raccoon (1 cup),341.6,usda
292618,,Armadillo (1 cup),214.7,usda
292620,,Wild pig (1 cup),214.7,usda
292622,,Ostrich (1 cup),234.9,usda
292639,,"Chicken, baked, broiled, or roasted (1 cup, cooked, diced)",222.8,usda
292643,,"Chicken, baked, broiled, or roasted (1/2 chicken (yield after cooking, bone removed))",495.0,usda
292640,,"Chicken, baked, broiled, or roasted (1 piece)",99.0,usda
292641,,"Chicken, baked, broiled, or roasted (1 slice)",99.0,usda
292642,,"Chicken, baked, broiled, or roasted (1 oz, cooked)",46.7775,usda
292645,,"Chicken, baked, broiled, or roasted, skin eaten (1 cup, cooked, diced)",274.1,usda
292649,,"Chicken, baked, broiled, or roasted, skin eaten (1/2 chicken (yield after cooking, bone removed))",609.0,usda
292646,,"Chicken, baked, broiled, or roasted, skin eaten (1 piece)",121.8,usda
292647,,"Chicken, baked, broiled, or roasted, skin eaten (1 slice)",121.8,usda
292648,,"Chicken, baked, broiled, or roasted, skin eaten (1 oz, cooked)",57.5505,usda
292651,,"Chicken, baked, broiled, or roasted, skin not eaten (1 cup, cooked, diced)",222.8,usda
292652,,"Chicken, baked, broiled, or roasted, skin not eaten (1 piece)",82.5,usda
292653,,"Chicken, baked, broiled, or roasted, skin not eaten (1 slice)",99.0,usda
292654,,"Chicken, baked, broiled, or roasted, skin not eaten (1 oz, cooked)",46.7775,usda
292655,,"Chicken, baked, broiled, or roasted, skin not eaten (1/2 chicken (yield after cooking, bone and skin removed))",404.3,usda
292657,,"Chicken, rotisserie (1 cup, cooked, diced)",221.4,usda
292658,,"Chicken, rotisserie (1 piece)",98.4,usda
292659,,"Chicken, rotisserie (1 slice)",98.4,usda
292660,,"Chicken, rotisserie (1 oz, cooked)",46.494,usda
292661,,"Chicken, rotisserie (1/2 chicken (yield after cooking, bone removed))",492.0,usda
292663,,"Chicken, rotisserie, skin eaten (1 cup, cooked, diced)",264.6,usda
292664,,"Chicken, rotisserie, skin eaten (1 piece)",117.6,usda
292665,,"Chicken, rotisserie, skin eaten (1 slice)",117.6,usda
292666,,"Chicken, rotisserie, skin eaten (1 oz, cooked)",55.566,usda
292667,,"Chicken, rotisserie, skin eaten (1/2 chicken (yield after cooking, bone removed))",588.0,usda
292669,,"Chicken, rotisserie, skin not eaten (1 cup, cooked, diced)",221.4,usda
292670,,"Chicken, rotisserie, skin not eaten (1 piece)",82.0,usda
292671,,"Chicken, rotisserie, skin not eaten (1 slice)",98.4,usda
292672,,"Chicken, rotisserie, skin not eaten (1 oz, cooked)",46.494,usda
292673,,"Chicken, rotisserie, skin not eaten (1/2 chicken (yield after cooking, bone removed))",401.8,usda
292675,,"Chicken, stewed (1 cup, cooked, diced)",210.6,usda
292676,,"Chicken, stewed (1 piece)",109.2,usda
292677,,"Chicken, stewed (1 slice)",93.6,usda
292678,,"Chicken, stewed (1 oz, cooked)",44.226,usda
292680,,"Chicken, stewed, skin eaten (1 cup, cooked, diced)",264.6,usda
292681,,"Chicken, stewed, skin eaten (1 piece)",137.2,usda
292682,,"Chicken, stewed, skin eaten (1 slice)",117.6,usda
292683,,"Chicken, stewed, skin eaten (1 oz, cooked)",55.566,usda
292685,,"Chicken, stewed, skin not eaten (1 cup, cooked, diced)",210.6,usda
292686,,"Chicken, stewed, skin not eaten (1 piece)",85.8,usda
292687,,"Chicken, stewed, skin not eaten (1 slice)",93.6,usda
292688,,"Chicken, stewed, skin not eaten (1 oz, cooked)",44.226,usda
292720,,"Chicken, sauteed, skin eaten (1 cup, cooked, diced)",293.0,usda
292721,,"Chicken, sauteed, skin eaten (1 piece)",130.2,usda
292722,,"Chicken, sauteed, skin eaten (1 slice)",130.2,usda
292723,,"Chicken, sauteed, skin eaten (1 oz, cooked)",61.5195,usda
292725,,"Chicken, sauteed, skin not eaten (1 cup, cooked, diced)",241.7,usda
292726,,"Chicken, sauteed, skin not eaten (1 piece)",107.4,usda
292727,,"Chicken, sauteed, skin not eaten (1 slice)",107.4,usda
292728,,"Chicken, sauteed, skin not eaten (1 oz, cooked)",50.7465,usda
292741,,"Chicken, baked, coated, skin / coating eaten (1 cup, cooked, diced)",338.9,usda
292742,,"Chicken, baked, coated, skin / coating eaten (1 piece)",213.4,usda
292743,,"Chicken, baked, coated, skin / coating eaten (1 slice)",150.6,usda
292744,,"Chicken, baked, coated, skin / coating eaten (1 oz, cooked)",71.1585,usda
292745,,"Chicken, baked, coated, skin / coating eaten (1/2 chicken (yield after cooking, bone removed))",1167.2,usda
292747,,"Chicken, baked, coated, skin / coating not eaten (1 cup, cooked, diced)",221.4,usda
292748,,"Chicken, baked, coated, skin / coating not eaten (1 piece)",82.0,usda
292749,,"Chicken, baked, coated, skin / coating not eaten (1 slice)",98.4,usda
292750,,"Chicken, baked, coated, skin / coating not eaten (1 oz, cooked)",46.494,usda
292752,,"Chicken breast, skin eaten (1 cup, cooked, diced)",236.3,usda
292753,,"Chicken breast, skin eaten (1 breast)",227.5,usda
292754,,"Chicken breast, skin eaten (1 small or thin slice)",52.5,usda
292755,,"Chicken breast, skin eaten (1 medium slice)",105.0,usda
292756,,"Chicken breast, skin eaten (1 large or thick slice)",148.8,usda
292757,,"Chicken breast, skin eaten (1 oz, cooked)",49.6125,usda
292758,,"Chicken breast, skin eaten (1 breast quarter (yield after cooking, bone removed))",271.3,usda
292760,,"Chicken breast, skin not eaten (1 cup, cooked, diced)",194.4,usda
292761,,"Chicken breast, skin not eaten (1 breast)",172.8,usda
292762,,"Chicken breast, skin not eaten (1 small or thin slice)",43.2,usda
292763,,"Chicken breast, skin not eaten (1 medium slice)",86.4,usda
292764,,"Chicken breast, skin not eaten (1 large or thick slice)",122.4,usda
292765,,"Chicken breast, skin not eaten (1 oz, cooked)",40.824,usda
292766,,"Chicken breast, skin not eaten (1 breast quarter (yield after cooking, bone removed))",223.2,usda
292768,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 cup, cooked, diced)",259.2,usda
292769,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 small breast)",211.2,usda
292770,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 medium breast)",249.6,usda
292771,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 large breast)",278.4,usda
292772,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 small or thin slice)",57.6,usda
292773,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 medium slice)",115.2,usda
292774,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 large or thick slice)",163.2,usda
292775,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 oz, cooked)",54.432,usda
292776,,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw (1 breast quarter (yield after cooking, bone removed))",297.6,usda
292778,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 cup, cooked, diced)",217.4,usda
292779,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 small breast)",169.1,usda
292780,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 medium breast)",193.2,usda
292781,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 large breast)",217.4,usda
292782,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 small or thin slice)",48.3,usda
292783,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 medium slice)",96.6,usda
292784,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 large or thick slice)",136.9,usda
292785,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 oz, cooked)",45.6435,usda
292786,,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw (1 breast quarter (yield after cooking, bone removed))",249.6,usda
292788,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 cup, cooked, diced)",236.3,usda
292789,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 small breast)",192.5,usda
292790,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 medium breast)",227.5,usda
292791,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 large breast)",253.8,usda
292792,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 small or thin slice)",52.5,usda
292793,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 medium slice)",105.0,usda
292794,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 large or thick slice)",148.8,usda
292795,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 oz, cooked)",49.6125,usda
292796,,"Chicken breast, baked or broiled, skin eaten, from pre-cooked (1 breast quarter (yield after cooking, bone removed))",271.3,usda
292798,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 cup, cooked, diced)",194.4,usda
292799,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 small breast)",151.2,usda
292800,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 medium breast)",172.8,usda
292801,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 large breast)",194.4,usda
292802,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 small or thin slice)",43.2,usda
292803,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 medium slice)",86.4,usda
292804,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 large or thick slice)",122.4,usda
292805,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 oz, cooked)",40.824,usda
292806,,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked (1 breast quarter (yield after cooking, bone removed))",223.2,usda
292844,,"Chicken breast, rotisserie, skin eaten (1 cup, cooked, diced)",236.3,usda
292845,,"Chicken breast, rotisserie, skin eaten (1 breast)",227.5,usda
292846,,"Chicken breast, rotisserie, skin eaten (1 small or thin slice)",52.5,usda
292847,,"Chicken breast, rotisserie, skin eaten (1 medium slice)",105.0,usda
292848,,"Chicken breast, rotisserie, skin eaten (1 large or thick slice)",148.8,usda
292849,,"Chicken breast, rotisserie, skin eaten (1 oz, cooked)",49.6125,usda
292850,,"Chicken breast, rotisserie, skin eaten (1 breast quarter (yield after cooking, bone removed))",271.3,usda
292852,,"Chicken breast, rotisserie, skin not eaten (1 cup, cooked, diced)",194.4,usda
292853,,"Chicken breast, rotisserie, skin not eaten (1 breast)",172.8,usda
292854,,"Chicken breast, rotisserie, skin not eaten (1 small or thin slice)",43.2,usda
292855,,"Chicken breast, rotisserie, skin not eaten (1 medium slice)",86.4,usda
292856,,"Chicken breast, rotisserie, skin not eaten (1 large or thick slice)",122.4,usda
292857,,"Chicken breast, rotisserie, skin not eaten (1 oz, cooked)",40.824,usda
292858,,"Chicken breast, rotisserie, skin not eaten (1 breast quarter (yield after cooking, bone removed))",223.2,usda
292860,,"Chicken breast, stewed, skin eaten (1 cup, cooked, diced)",244.4,usda
292861,,"Chicken breast, stewed, skin eaten (1 small breast)",235.3,usda
292862,,"Chicken breast, stewed, skin eaten (1 medium breast)",271.5,usda
292863,,"Chicken breast, stewed, skin eaten (1 large breast)",307.7,usda
292864,,"Chicken breast, stewed, skin eaten (1 breast)",271.5,usda
292865,,"Chicken breast, stewed, skin eaten (1 small or thin slice)",54.3,usda
292866,,"Chicken breast, stewed, skin eaten (1 medium slice)",108.6,usda
292867,,"Chicken breast, stewed, skin eaten (1 large or thick slice)",153.9,usda
292868,,"Chicken breast, stewed, skin eaten (1 oz, cooked)",51.3135,usda
292870,,"Chicken breast, stewed, skin not eaten (1 cup, cooked, diced)",201.2,usda
292871,,"Chicken breast, stewed, skin not eaten (1 small breast)",178.8,usda
292872,,"Chicken breast, stewed, skin not eaten (1 medium breast)",208.6,usda
292873,,"Chicken breast, stewed, skin not eaten (1 large breast)",231.0,usda
292874,,"Chicken breast, stewed, skin not eaten (1 breast)",208.6,usda
292875,,"Chicken breast, stewed, skin not eaten (1 small or thin slice)",44.7,usda
292876,,"Chicken breast, stewed, skin not eaten (1 medium slice)",89.4,usda
292877,,"Chicken breast, stewed, skin not eaten (1 large or thick slice)",126.7,usda
292878,,"Chicken breast, stewed, skin not eaten (1 oz, cooked)",42.2415,usda
292922,,"Chicken breast, sauteed, skin eaten (1 cup, cooked, diced)",278.1,usda
292923,,"Chicken breast, sauteed, skin eaten (1 small breast)",226.6,usda
292924,,"Chicken breast, sauteed, skin eaten (1 medium breast)",267.8,usda
292925,,"Chicken breast, sauteed, skin eaten (1 large breast)",298.7,usda
292926,,"Chicken breast, sauteed, skin eaten (1 breast)",267.8,usda
292927,,"Chicken breast, sauteed, skin eaten (1 small or thin slice)",61.8,usda
292928,,"Chicken breast, sauteed, skin eaten (1 medium slice)",123.6,usda
292929,,"Chicken breast, sauteed, skin eaten (1 large or thick slice)",175.1,usda
292930,,"Chicken breast, sauteed, skin eaten (1 oz, cooked)",58.401,usda
292932,,"Chicken breast, sauteed, skin not eaten (1 cup, cooked, diced)",237.6,usda
292933,,"Chicken breast, sauteed, skin not eaten (1 small breast)",184.8,usda
292934,,"Chicken breast, sauteed, skin not eaten (1 medium breast)",211.2,usda
292935,,"Chicken breast, sauteed, skin not eaten (1 large breast)",237.6,usda
292936,,"Chicken breast, sauteed, skin not eaten (1 breast)",211.2,usda
292937,,"Chicken breast, sauteed, skin not eaten (1 small or thin slice)",52.8,usda
292938,,"Chicken breast, sauteed, skin not eaten (1 medium slice)",105.6,usda
292939,,"Chicken breast, sauteed, skin not eaten (1 large or thick slice)",149.6,usda
292940,,"Chicken breast, sauteed, skin not eaten (1 oz, cooked)",49.896,usda
293008,,"Chicken breast, baked, coated, skin / coating eaten (1 cup, cooked, diced)",279.5,usda
293017,,"Chicken breast, baked, coated, skin / coating eaten (1 breast quarter (yield after cooking, bone removed))",320.9,usda
293009,,"Chicken breast, baked, coated, skin / coating eaten (1 small breast)",310.5,usda
293010,,"Chicken breast, baked, coated, skin / coating eaten (1 medium breast)",362.3,usda
293011,,"Chicken breast, baked, coated, skin / coating eaten (1 large breast)",403.7,usda
293012,,"Chicken breast, baked, coated, skin / coating eaten (1 breast)",362.3,usda
293013,,"Chicken breast, baked, coated, skin / coating eaten (1 small or thin slice)",62.1,usda
293014,,"Chicken breast, baked, coated, skin / coating eaten (1 medium slice)",124.2,usda
293015,,"Chicken breast, baked, coated, skin / coating eaten (1 large or thick slice)",176.0,usda
293016,,"Chicken breast, baked, coated, skin / coating eaten (1 oz, cooked)",58.6845,usda
293019,,"Chicken breast, baked, coated, skin / coating not eaten (1 cup, cooked, diced)",237.6,usda
293028,,"Chicken breast, baked, coated, skin / coating not eaten (1 breast quarter (yield after cooking, bone removed))",272.8,usda
293020,,"Chicken breast, baked, coated, skin / coating not eaten (1 small breast)",184.8,usda
293021,,"Chicken breast, baked, coated, skin / coating not eaten (1 medium breast)",211.2,usda
293022,,"Chicken breast, baked, coated, skin / coating not eaten (1 large breast)",237.6,usda
293023,,"Chicken breast, baked, coated, skin / coating not eaten (1 breast)",211.2,usda
293024,,"Chicken breast, baked, coated, skin / coating not eaten (1 small or thin slice)",52.8,usda
293025,,"Chicken breast, baked, coated, skin / coating not eaten (1 medium slice)",105.6,usda
293026,,"Chicken breast, baked, coated, skin / coating not eaten (1 large or thick slice)",149.6,usda
293027,,"Chicken breast, baked, coated, skin / coating not eaten (1 oz, cooked)",49.896,usda
293158,,"Chicken drumstick, skin eaten (1 cup, cooked, diced)",278.1,usda
293159,,"Chicken drumstick, skin eaten (1 drumstick)",123.6,usda
293160,,"Chicken drumstick, skin eaten (1 oz, cooked)",58.401,usda
293162,,"Chicken drumstick, skin not eaten (1 cup, cooked, diced)",232.2,usda
293163,,"Chicken drumstick, skin not eaten (1 drumstick)",86.0,usda
293164,,"Chicken drumstick, skin not eaten (1 oz, cooked)",48.762,usda
293166,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw (1 cup, cooked, diced)",256.5,usda
293167,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw (1 small drumstick)",85.5,usda
293168,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw (1 medium drumstick)",114.0,usda
293169,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw (1 large drumstick)",152.0,usda
293170,,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw (1 oz, cooked)",53.865,usda
293172,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw (1 cup, cooked, diced)",207.9,usda
293173,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw (1 small drumstick)",61.6,usda
293174,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw (1 medium drumstick)",77.0,usda
293175,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw (1 large drumstick)",100.1,usda
293176,,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw (1 oz, cooked)",43.659,usda
293178,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked (1 cup, cooked, diced)",278.1,usda
293179,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked (1 small drumstick)",92.7,usda
293180,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked (1 medium drumstick)",123.6,usda
293181,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked (1 large drumstick)",164.8,usda
293182,,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked (1 oz, cooked)",58.401,usda
293184,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked (1 cup, cooked, diced)",232.2,usda
293185,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked (1 small drumstick)",68.8,usda
293186,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked (1 medium drumstick)",86.0,usda
293187,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked (1 large drumstick)",111.8,usda
293188,,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked (1 oz, cooked)",48.762,usda
293198,,"Chicken drumstick, rotisserie, skin eaten (1 cup, cooked, diced)",278.1,usda
293199,,"Chicken drumstick, rotisserie, skin eaten (1 drumstick)",123.6,usda
293200,,"Chicken drumstick, rotisserie, skin eaten (1 oz, cooked)",58.401,usda
293202,,"Chicken drumstick, rotisserie, skin not eaten (1 cup, cooked, diced)",232.2,usda
293203,,"Chicken drumstick, rotisserie, skin not eaten (1 drumstick)",86.0,usda
293204,,"Chicken drumstick, rotisserie, skin not eaten (1 oz, cooked)",48.762,usda
293234,,"Chicken drumstick, stewed, skin eaten (1 cup, cooked, diced)",251.1,usda
293235,,"Chicken drumstick, stewed, skin eaten (1 small drumstick)",93.0,usda
293236,,"Chicken drumstick, stewed, skin eaten (1 medium drumstick)",120.9,usda
293237,,"Chicken drumstick, stewed, skin eaten (1 large drumstick)",167.4,usda
293238,,"Chicken drumstick, stewed, skin eaten (1 drumstick)",120.9,usda
293239,,"Chicken drumstick, stewed, skin eaten (1 oz, cooked)",52.731,usda
293241,,"Chicken drumstick, stewed, skin not eaten (1 cup, cooked, diced)",199.8,usda
293242,,"Chicken drumstick, stewed, skin not eaten (1 small drumstick)",66.6,usda
293243,,"Chicken drumstick, stewed, skin not eaten (1 medium drumstick)",81.4,usda
293244,,"Chicken drumstick, stewed, skin not eaten (1 large drumstick)",103.6,usda
293245,,"Chicken drumstick, stewed, skin not eaten (1 drumstick)",81.4,usda
293246,,"Chicken drumstick, stewed, skin not eaten (1 oz, cooked)",41.958,usda
293248,,"Chicken drumstick, sauteed, skin eaten (1 cup, cooked, diced)",275.4,usda
293249,,"Chicken drumstick, sauteed, skin eaten (1 small drumstick)",91.8,usda
293250,,"Chicken drumstick, sauteed, skin eaten (1 medium drumstick)",122.4,usda
293251,,"Chicken drumstick, sauteed, skin eaten (1 large drumstick)",163.2,usda
293252,,"Chicken drumstick, sauteed, skin eaten (1 drumstick)",122.4,usda
293253,,"Chicken drumstick, sauteed, skin eaten (1 oz, cooked)",57.834,usda
293255,,"Chicken drumstick, sauteed, skin not eaten (1 cup, cooked, diced)",228.2,usda
293256,,"Chicken drumstick, sauteed, skin not eaten (1 small drumstick)",67.6,usda
293257,,"Chicken drumstick, sauteed, skin not eaten (1 medium drumstick)",84.5,usda
293258,,"Chicken drumstick, sauteed, skin not eaten (1 large drumstick)",109.9,usda
293259,,"Chicken drumstick, sauteed, skin not eaten (1 drumstick)",84.5,usda
293260,,"Chicken drumstick, sauteed, skin not eaten (1 oz, cooked)",47.9115,usda
293300,,"Chicken drumstick, baked, coated, skin / coating eaten (1 cup, cooked, diced)",276.8,usda
293301,,"Chicken drumstick, baked, coated, skin / coating eaten (1 small drumstick)",133.3,usda
293302,,"Chicken drumstick, baked, coated, skin / coating eaten (1 medium drumstick)",174.3,usda
293303,,"Chicken drumstick, baked, coated, skin / coating eaten (1 large drumstick)",225.5,usda
293304,,"Chicken drumstick, baked, coated, skin / coating eaten (1 drumstick)",174.3,usda
293305,,"Chicken drumstick, baked, coated, skin / coating eaten (1 oz, cooked)",58.1175,usda
293307,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 cup, cooked, diced)",228.2,usda
293308,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 small drumstick)",67.6,usda
293309,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 medium drumstick)",84.5,usda
293310,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 large drumstick)",109.9,usda
293311,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 drumstick)",84.5,usda
293312,,"Chicken drumstick, baked, coated, skin / coating not eaten (1 oz, cooked)",47.9115,usda
293314,,"Chicken thigh, skin eaten (1 cup, cooked, diced)",305.1,usda
293315,,"Chicken thigh, skin eaten (1 thigh)",180.8,usda
293316,,"Chicken thigh, skin eaten (1 oz, cooked)",64.071,usda
293318,,"Chicken thigh, skin not eaten (1 cup, cooked, diced)",260.6,usda
293319,,"Chicken thigh, skin not eaten (1 thigh)",135.1,usda
293320,,"Chicken thigh, skin not eaten (1 oz, cooked)",54.7155,usda
293322,,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw (1 cup, cooked, diced)",311.9,usda
293323,,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw (1 small thigh)",173.3,usda
293324,,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw (1 medium thigh)",184.8,usda
293325,,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw (1 large thigh)",242.6,usda
293326,,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw (1 oz, cooked)",65.4885,usda
293328,,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw (1 cup, cooked, diced)",240.3,usda
293329,,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw (1 small thigh)",115.7,usda
293330,,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw (1 medium thigh)",124.6,usda
293331,,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw (1 large thigh)",160.2,usda
293332,,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw (1 oz, cooked)",50.463,usda
